transcript	domain
MLOC_14123.2	PF05994
MLOC_66225.1	IPR006501
MLOC_66225.1	PF04043
AK364742	IPR004853
AK364742	PF03151
AK364742	PTHR11132
MLOC_14646.1	IPR000425
MLOC_14646.1	PF00230
AK366265	IPR000109
AK366265	PF00854
MLOC_66381.2	IPR001128
MLOC_66381.2	PF00067
MLOC_77244.1	IPR010285
MLOC_77244.1	PF05970
AK375789	IPR004159
AK375789	PF03141
MLOC_51158.2	IPR000743
MLOC_51158.2	PF00295
MLOC_11474.1	IPR002100
MLOC_11474.1	PF00319
MLOC_65860.1	IPR003823
MLOC_65860.1	PF02672
MLOC_70960.1	IPR003245
MLOC_70960.1	PF02298
AK252969.1	IPR001106
AK252969.1	PF00221
MLOC_45016.1	IPR018121
MLOC_45016.1	PF03145
MLOC_60520.2	IPR007656
MLOC_60520.2	PF04576
AK362438	IPR007209
AK362438	PF04068
AK362438	IPR001450
AK362438	PF00037
AK362438	IPR003439
AK362438	PF00005
AK249270.1	IPR017442
AK249270.1	PF00069
AK249270.1	IPR000008
AK249270.1	PF00168
MLOC_6335.1	IPR007802
MLOC_6335.1	PF05115
AK375054	PTHR12161:SF4
AK375054	IPR005061
AK375054	PF03398
AK375054	PTHR12161
MLOC_15843.2	IPR004159
MLOC_15843.2	PF03141
MLOC_57018.2	IPR008040
MLOC_57018.2	PF05378
MLOC_57018.2	IPR003692
MLOC_57018.2	PF02538
MLOC_57018.2	IPR002821
MLOC_57018.2	PF01968
MLOC_26505.2	IPR013126
MLOC_26505.2	PF00012
MLOC_62979.1	IPR013926
MLOC_62979.1	PF08617
MLOC_72276.1	IPR006615
MLOC_72276.1	PF06337
MLOC_13840.1	IPR002885
MLOC_13840.1	PF01535
AK249663.1	IPR013096
AK249663.1	PF07883
MLOC_69399.1	IPR004326
MLOC_69399.1	PF03094
MLOC_4396.1	IPR000477
MLOC_4396.1	PF00078
MLOC_39957.1	IPR006501
MLOC_39957.1	SM00856
MLOC_39957.1	PF04043
MLOC_19863.2	IPR004046
MLOC_19863.2	PF00043
MLOC_19863.2	IPR004045
MLOC_19863.2	PF02798
MLOC_78769.1	IPR018957
MLOC_78769.1	PF00097
MLOC_18443.1	IPR001810
MLOC_18443.1	PF00646
MLOC_44998.4	IPR000182
MLOC_44998.4	PF00583
MLOC_32794.1	IPR003656
MLOC_32794.1	PF02892
MLOC_72822.6	IPR000270
MLOC_72822.6	PF00564
MLOC_72822.6	SM00666
AK357504	IPR000232
AK357504	PF00447
AK356385	IPR003729
AK356385	PF02577
MLOC_71010.2	IPR001128
MLOC_71010.2	PF00067
MLOC_57640.2	IPR001806
MLOC_57640.2	PF00071
MLOC_61905.1	IPR005174
MLOC_61905.1	PF03478
MLOC_61905.1	IPR001810
MLOC_61905.1	PF00646
MLOC_55188.1	IPR004045
MLOC_55188.1	PF02798
MLOC_21966.2	IPR003441
MLOC_21966.2	PF02365
MLOC_12708.1	IPR004158
MLOC_12708.1	PF03140
AK361067	IPR018392
AK361067	PF01476
MLOC_19721.1	IPR002129
MLOC_19721.1	PF00282
MLOC_56446.6	IPR001245
MLOC_56446.6	PF07714
AK374068	IPR005607
AK374068	SM00751
AK374068	PF03909
AK358915	IPR021788
AK358915	PF11833
MLOC_53679.1	IPR002213
MLOC_53679.1	PF00201
MLOC_44533.1	IPR005002
MLOC_44533.1	PF03332
MLOC_44533.1	PTHR10466
MLOC_34388.4	PTHR12526
MLOC_34388.4	IPR001296
MLOC_34388.4	PF00534
MLOC_34388.4	PTHR12526:SF202
AK364279	PTHR12277
AK364279	IPR001375
AK364279	PF00326
MLOC_20723.1	IPR012946
MLOC_20723.1	PF07983
MLOC_20723.1	IPR000490
MLOC_20723.1	PF00332
MLOC_54619.1	IPR001214
MLOC_54619.1	PF00856
MLOC_3981.2	IPR006984
MLOC_3981.2	PF04900
MLOC_57909.2	IPR017442
MLOC_57909.2	PF00069
MLOC_22463.2	IPR005150
MLOC_22463.2	PF03552
AK248418.1	IPR017442
AK248418.1	PF00069
AK251504.1	IPR009646
AK251504.1	PF06830
MLOC_67727.1	IPR001611
MLOC_67727.1	PF00560
MLOC_67727.1	PTHR24420:SF786
MLOC_67727.1	PTHR24420
AK250838.1	IPR021129
AK250838.1	PF00536
AK366620	IPR005227
AK366620	PF03652
AK366620	IPR006641
AK366620	SM00732
MLOC_12024.1	IPR002182
MLOC_12024.1	PF00931
MLOC_59699.2	IPR005175
MLOC_59699.2	PF03479
AK374511	IPR003604
AK374511	SM00451
AK374511	IPR000690
AK374511	PS50171
AK374511	IPR013085
AK374511	PF06220
MLOC_52462.2	IPR004331
MLOC_52462.2	PF03105
AK356649	IPR008395
AK356649	PF05641
MLOC_67548.1	IPR006869
MLOC_67548.1	PF04784
AK359091	IPR006041
AK359091	PF01190
MLOC_44235.2	IPR001128
MLOC_44235.2	PF00067
MLOC_74028.2	IPR003349
MLOC_74028.2	PF02375
MLOC_74028.2	IPR013129
MLOC_74028.2	PF02373
AK373465	PTHR13773
AK373465	IPR000374
AK373465	PF01148
AK373465	PS01315
MLOC_6341.1	IPR001810
MLOC_6341.1	PF00646
AK359498	IPR011546
AK359498	PF06480
AK359498	IPR003959
AK359498	PF00004
AK374143	PTHR15074
AK374143	IPR003265
AK374143	PF00730
MLOC_34939.3	IPR006702
MLOC_34939.3	PF04535
MLOC_75442.1	IPR000477
MLOC_75442.1	PF00078
MLOC_4744.1	IPR003837
MLOC_4744.1	PF02686
MLOC_59618.1	IPR008207
MLOC_59618.1	PF01627
MLOC_67987.1	IPR005135
MLOC_67987.1	PF03372
MLOC_67987.1	PTHR12121:SF9
MLOC_67987.1	PTHR12121
MLOC_5726.4	IPR000326
MLOC_5726.4	PF01569
MLOC_34633.1	IPR002213
MLOC_34633.1	PF00201
MLOC_36345.3	IPR001092
MLOC_36345.3	PF00010
MLOC_27605.1	IPR001128
MLOC_27605.1	PF00067
MLOC_43498.1	IPR002198
MLOC_43498.1	PF00106
MLOC_5243.1	IPR007493
MLOC_5243.1	PF04398
MLOC_20190.3	IPR005475
MLOC_20190.3	PF02779
MLOC_20190.3	IPR005476
MLOC_20190.3	PF02780
MLOC_20190.3	IPR005474
MLOC_20190.3	PF00456
MLOC_53860.1	IPR000620
MLOC_53860.1	PF00892
MLOC_14572.1	IPR003848
MLOC_14572.1	PF02698
MLOC_52419.1	IPR005484
MLOC_52419.1	PF00861
MLOC_75444.1	PF07019
MLOC_61533.1	IPR004263
MLOC_61533.1	PF03016
MLOC_72353.1	IPR002182
MLOC_72353.1	PF00931
MLOC_59560.1	IPR003035
MLOC_59560.1	PF02042
MLOC_65058.1	IPR006456
MLOC_65058.1	PF04770
AK248335.1	IPR022796
AK248335.1	PF00504
MLOC_65292.1	IPR002495
MLOC_65292.1	PF01501
MLOC_68900.1	IPR001128
MLOC_68900.1	PF00067
MLOC_10662.1	IPR001938
MLOC_10662.1	PF00314
MLOC_60467.1	IPR000477
MLOC_60467.1	PF00078
AK371248	IPR000504
AK371248	PF00076
MLOC_13649.1	IPR001128
MLOC_13649.1	PF00067
MLOC_73394.1	IPR007146
MLOC_73394.1	PF04000
MLOC_73394.1	IPR011082
MLOC_73394.1	PTHR15341
MLOC_44154.1	IPR002784
MLOC_44154.1	PF01929
MLOC_44154.1	PTHR11127
MLOC_73858.1	IPR010918
MLOC_73858.1	PF02769
MLOC_73858.1	IPR000728
MLOC_73858.1	PF00586
MLOC_75915.1	IPR007658
MLOC_75915.1	PF04578
AK357016	IPR012442
AK357016	PF07816
MLOC_15430.1	IPR003657
MLOC_15430.1	PF03106
MLOC_75996.2	IPR000743
MLOC_75996.2	PS00502
MLOC_75996.2	PF00295
MLOC_75996.2	IPR006626
MLOC_75996.2	SM00710
MLOC_57135.1	IPR002659
MLOC_57135.1	PF01762
MLOC_53507.1	IPR000408
MLOC_53507.1	PF00415
MLOC_14879.3	IPR002885
MLOC_14879.3	PF01535
MLOC_51152.1	IPR019407
MLOC_51152.1	PF10288
MLOC_4045.1	IPR006912
MLOC_4045.1	PF04827
MLOC_59075.1	IPR007145
MLOC_59075.1	PF03999
MLOC_69555.3	IPR007248
MLOC_69555.3	PF04117
AK357858	IPR001128
AK357858	PF00067
MLOC_59818.1	PF12451
MLOC_59818.1	PF00637
MLOC_71298.1	IPR017442
MLOC_71298.1	PF00069
MLOC_78807.1	IPR012308
MLOC_78807.1	PF04675
MLOC_78807.1	IPR012310
MLOC_78807.1	PF01068
MLOC_4925.1	IPR011417
MLOC_4925.1	PF07651
AK250230.1	IPR011701
AK250230.1	PF07690
MLOC_57450.1	IPR000209
MLOC_57450.1	PF00082
MLOC_57450.1	IPR010259
MLOC_57450.1	PF05922
MLOC_57450.1	IPR003137
MLOC_57450.1	PF02225
MLOC_11852.1	IPR005174
MLOC_11852.1	PF03478
AK367201	IPR008429
AK367201	PF05602
MLOC_5175.2	IPR005025
MLOC_5175.2	PF03358
MLOC_19551.1	IPR000528
MLOC_19551.1	PR00382
MLOC_19551.1	IPR003612
MLOC_19551.1	PF00234
MLOC_19551.1	SM00499
MLOC_66415.3	IPR013216
MLOC_66415.3	PF08241
MLOC_5404.1	IPR008183
MLOC_5404.1	PF01263
MLOC_38318.1	IPR003612
MLOC_38318.1	PF00234
MLOC_82073.2	IPR017442
MLOC_82073.2	PF00069
MLOC_42110.1	IPR010530
MLOC_42110.1	PF06522
MLOC_67760.2	IPR006918
MLOC_67760.2	PF04833
MLOC_19908.1	IPR005174
MLOC_19908.1	PF03478
MLOC_16105.2	IPR000109
MLOC_16105.2	PF00854
MLOC_5176.2	IPR001611
MLOC_5176.2	PF00560
MLOC_5176.2	IPR017442
MLOC_5176.2	PF00069
MLOC_64936.1	IPR001000
MLOC_64936.1	PF00331
MLOC_10090.4	IPR002182
MLOC_10090.4	PF00931
AK251837.1	IPR006204
AK251837.1	PF00288
AK251837.1	IPR013750
AK251837.1	PF08544
AK357195	IPR002885
AK357195	PF01535
MLOC_14502.1	IPR013057
MLOC_14502.1	PF01490
MLOC_14502.1	PTHR22950
AK358584	IPR010376
AK358584	PF06155
MLOC_3091.1	IPR021714
MLOC_3091.1	PF11707
MLOC_67906.1	IPR003480
MLOC_67906.1	PF02458
AK248270.1	IPR003388
AK248270.1	PF02453
AK248270.1	PTHR10994:SF27
AK248270.1	PS50845
AK248270.1	PTHR10994
MLOC_34437.1	IPR018957
MLOC_34437.1	PF00097
MLOC_79567.1	IPR002016
MLOC_79567.1	PF00141
MLOC_40193.1	IPR003612
MLOC_40193.1	PF00234
AK248410.1	IPR000620
AK248410.1	PF00892
MLOC_15776.1	IPR010409
MLOC_15776.1	PF06217
MLOC_63385.2	IPR013598
MLOC_63385.2	PF08389
MLOC_44086.2	IPR018108
MLOC_44086.2	PF00153
MLOC_7405.1	IPR001623
MLOC_7405.1	PF00226
MLOC_5379.1	IPR000529
MLOC_5379.1	PF01250
MLOC_14780.2	IPR011611
MLOC_14780.2	PF00294
AK250515.1	IPR004241
AK250515.1	PF02991
AK250810.1	IPR001092
AK250810.1	PF00010
MLOC_13146.1	IPR004000
MLOC_13146.1	PF00022
MLOC_16969.1	IPR003959
MLOC_16969.1	PF00004
MLOC_16969.1	IPR001487
MLOC_16969.1	PF00439
MLOC_58488.2	IPR001554
MLOC_58488.2	PF01373
MLOC_69600.1	IPR024084
MLOC_69600.1	PF00180
AK375154	IPR006476
AK375154	PF09713
MLOC_75459.1	IPR005135
MLOC_75459.1	PF03372
MLOC_73617.2	IPR005202
MLOC_73617.2	PF03514
MLOC_52119.1	IPR008560
MLOC_52119.1	PF05811
MLOC_53070.2	IPR000467
MLOC_53070.2	PF01585
AK369687|AK367513	IPR005516
AK369687|AK367513	PF03763
MLOC_12064.1	IPR003676
MLOC_12064.1	PF02519
MLOC_73925.1	IPR000864
MLOC_73925.1	PF00280
AK368295	IPR002471
AK368295	PS00708
MLOC_78556.3	IPR000910
MLOC_78556.3	PF00505
MLOC_66924.2	IPR003441
MLOC_66924.2	PF02365
MLOC_37146.1	IPR005123
MLOC_37146.1	PF03171
AK357042	IPR019759
AK357042	PF00717
AK354916	IPR001810
AK354916	PF00646
AK354916	SM00256
AK354916	PTHR23125
MLOC_66657.2	IPR017442
MLOC_66657.2	PF00069
MLOC_9808.1	IPR004324
MLOC_9808.1	PF03092
MLOC_58544.1	IPR001248
MLOC_58544.1	PF02133
AK354264	IPR001509
AK354264	PF01370
AK376028	PTHR11986:SF4
AK376028	IPR005814
AK376028	PS00600
AK376028	PF00202
AK376028	PTHR11986
MLOC_5491.2	IPR013549
MLOC_5491.2	PF08338
MLOC_5491.2	IPR001509
MLOC_5491.2	PF01370
MLOC_62861.3	IPR001206
MLOC_62861.3	PF00781
MLOC_80713.1	IPR006912
MLOC_80713.1	PF04827
AK372297	IPR003855
AK372297	PF02705
AK361263	IPR001188
AK361263	PR00909
AK361263	IPR006059
AK361263	PF01547
MLOC_16590.2	IPR000008
MLOC_16590.2	PF00168
MLOC_49937.2	IPR005061
MLOC_49937.2	PF03398
MLOC_43828.1	IPR001806
MLOC_43828.1	PF00071
AK368753	PTHR21496
AK368753	IPR007402
AK368753	PF04305
MLOC_64100.2	IPR001789
MLOC_64100.2	PF00072
MLOC_34497.1	IPR002083
MLOC_34497.1	PF00917
MLOC_4378.2	IPR007867
MLOC_4378.2	PF05199
MLOC_4378.2	IPR000172
MLOC_4378.2	PF00732
MLOC_63636.1	IPR019349
MLOC_63636.1	PF10213
MLOC_63636.1	PTHR13490
AK372808	IPR003832
AK372808	PF02681
MLOC_75098.2	IPR006045
MLOC_75098.2	SM00835
MLOC_75098.2	PF00190
MLOC_75098.2	IPR001929
MLOC_75098.2	PR00325
MLOC_75098.2	IPR019780
MLOC_75098.2	PS00725
MLOC_64209.1	IPR001611
MLOC_64209.1	PF00560
MLOC_4961.6	IPR004041
MLOC_4961.6	PF03822
MLOC_4961.6	IPR017442
MLOC_4961.6	PF00069
MLOC_69201.1	IPR002885
MLOC_69201.1	PF01535
AK375197	PTHR13433
AK375197	IPR001594
AK375197	PF01529
AK375197	PTHR13433:SF1
AK375197	PS50216
MLOC_75385.1	IPR001087
MLOC_75385.1	PF00657
MLOC_30193.1	IPR003613
MLOC_30193.1	PF04564
MLOC_30193.1	IPR006016
MLOC_30193.1	PF00582
MLOC_30193.1	IPR017442
MLOC_30193.1	PF00069
MLOC_4355.1	IPR013823
MLOC_4355.1	PF00542
MLOC_43043.2	IPR004353
MLOC_43043.2	PF03164
MLOC_35580.1	IPR000477
MLOC_35580.1	PF00078
AK248614.1	IPR002198
AK248614.1	PF00106
MLOC_76578.1	IPR001764
MLOC_76578.1	PF00933
MLOC_76578.1	IPR002772
MLOC_76578.1	PF01915
MLOC_69781.2	IPR013819
MLOC_69781.2	PF00305
MLOC_69781.2	IPR001024
MLOC_69781.2	PF01477
MLOC_73288.2	IPR004263
MLOC_73288.2	PF03016
AK252629.1	IPR001398
AK252629.1	PF01187
MLOC_5191.1	IPR018111
MLOC_5191.1	PF00013
MLOC_17240.4	IPR000873
MLOC_17240.4	PF00501
MLOC_17120.1	IPR002885
MLOC_17120.1	PF01535
AK251315.1	IPR006121
AK251315.1	PF00403
MLOC_51238.1	IPR010402
MLOC_51238.1	PF06203
MLOC_60620.1	IPR002092
MLOC_60620.1	PF00940
MLOC_26318.1	IPR010675
MLOC_26318.1	PF06859
AK356354	IPR020966
AK356354	PF11744
MLOC_80246.1	IPR014892
MLOC_80246.1	PF08784
MLOC_80246.1	IPR004365
MLOC_80246.1	PF01336
MLOC_25978.1	IPR002016
MLOC_25978.1	PF00141
MLOC_51227.1	IPR006204
MLOC_51227.1	PF00288
MLOC_15730.2	IPR005610
MLOC_15730.2	PF03912
MLOC_27110.1	IPR005135
MLOC_27110.1	PF03372
MLOC_5161.2	IPR005828
MLOC_5161.2	PF00083
MLOC_5135.1	IPR000008
MLOC_5135.1	PF00168
MLOC_5135.1	IPR013583
MLOC_5135.1	PF08372
MLOC_17346.2	IPR004316
MLOC_17346.2	PF03083
AK356902	IPR001075
AK356902	PD002830
AK250343.1	IPR002921
AK250343.1	PF01764
MLOC_211.2	IPR013520
MLOC_211.2	PF00929
MLOC_8224.2	IPR007305
MLOC_8224.2	PF04178
MLOC_24729.1	IPR002182
MLOC_24729.1	PF00931
MLOC_67056.2	IPR004263
MLOC_67056.2	PF03016
AK373327	IPR013255
AK373327	PF08234
MLOC_4633.2	IPR002528
MLOC_4633.2	PF01554
MLOC_51163.2	IPR002885
MLOC_51163.2	PF01535
MLOC_16329.1	IPR013520
MLOC_16329.1	PF00929
MLOC_57933.1	IPR001638
MLOC_57933.1	PF00497
MLOC_57933.1	IPR001828
MLOC_57933.1	PF01094
MLOC_57933.1	IPR001320
MLOC_57933.1	PF00060
AK250260.1|AK362934	IPR019191
AK250260.1|AK362934	PF09811
MLOC_11014.7	IPR003340
MLOC_11014.7	PF02362
AK361819	IPR003675
AK361819	PF02517
AK368283	IPR013877
AK368283	PF08568
AK357819	IPR003307
AK357819	PF02020
AK360929	IPR004364
AK360929	PF00152
MLOC_6272.1	IPR013094
MLOC_6272.1	PF07859
MLOC_36344.2	IPR001030
MLOC_36344.2	PF00330
MLOC_36344.2	IPR000573
MLOC_36344.2	PF00694
MLOC_81878.9	IPR001296
MLOC_81878.9	PF00534
AK360770	IPR022796
AK360770	PF00504
AK250508.1	IPR006045
AK250508.1	PF00190
MLOC_53728.1	IPR006458
MLOC_53728.1	PF04844
MLOC_61121.1	IPR001128
MLOC_61121.1	PF00067
MLOC_4101.1	IPR011545
MLOC_4101.1	PF00270
MLOC_59989.1	IPR006912
MLOC_59989.1	PF04827
MLOC_57612.1	IPR003612
MLOC_57612.1	PF00234
MLOC_44772.2	IPR002198
MLOC_44772.2	PF00106
MLOC_67899.1	IPR004182
MLOC_67899.1	PF02893
MLOC_10115.1	IPR006652
MLOC_10115.1	PF01344
MLOC_10115.1	IPR013989
MLOC_10115.1	PF10539
AK358760	PTHR15615
AK358760	IPR013922
AK358760	PF08613
MLOC_65527.4	IPR012416
MLOC_65527.4	PF07887
MLOC_12985.1	IPR002182
MLOC_12985.1	PF00931
MLOC_70313.1	PS51257
MLOC_28481.1	IPR000477
MLOC_28481.1	PF00078
AK365226	PTHR13115
AK365226	IPR004343
AK365226	PF03126
AK365226	PS51360
MLOC_38536.2	IPR017442
MLOC_38536.2	PF00069
MLOC_38536.2	IPR004041
MLOC_38536.2	PF03822
AK376108	IPR002903
AK376108	PF01795
AK373351	IPR007321
AK373351	PF04195
MLOC_66440.1	IPR002100
MLOC_66440.1	SM00432
MLOC_66440.1	PS50066
MLOC_12312.1|AK357370	PF02002
MLOC_41520.1	IPR004046
MLOC_41520.1	PF00043
MLOC_41520.1	IPR004045
MLOC_41520.1	PF02798
MLOC_55369.1	IPR001611
MLOC_55369.1	PF00560
MLOC_15160.1	IPR001128
MLOC_15160.1	PF00067
AK252321.1	IPR001763
AK252321.1	PF00581
AK365891	IPR012438
AK365891	PF07797
AK252846.1	IPR002728
AK252846.1	PF01866
MLOC_4531.2	IPR000504
MLOC_4531.2	PF00076
AK369313	IPR000620
AK369313	PF00892
AK360403	PTHR10044
AK360403	PTHR10044:SF7
MLOC_80531.1	IPR006311
MLOC_80531.1	PS51318
MLOC_44185.1	IPR002068
MLOC_44185.1	PF00011
AK251883.1	IPR018108
AK251883.1	PF00153
MLOC_59064.1	PTHR21021
MLOC_59064.1	IPR007303
MLOC_59064.1	PF04176
AK355015	IPR007650
AK355015	PF04570
MLOC_67418.1	IPR022043
MLOC_67418.1	PF12253
MLOC_67418.1	PTHR15272
MLOC_4105.3	IPR004046
MLOC_4105.3	PF00043
MLOC_4105.3	IPR004045
MLOC_4105.3	PF02798
MLOC_62365.1	IPR019007
MLOC_62365.1	PF09429
MLOC_55867.1	IPR009653
MLOC_55867.1	PF06842
MLOC_55867.1	PTHR13229
MLOC_57658.1	IPR006016
MLOC_57658.1	PF00582
MLOC_17893.1	PTHR10795:SF3
MLOC_17893.1	IPR003830
MLOC_17893.1	PF02679
MLOC_17893.1	IPR015500
MLOC_17893.1	PTHR10795
MLOC_69456.1	IPR003959
MLOC_69456.1	PF00004
AK368745	IPR005828
AK368745	PF00083
AK248901.1	IPR012936
AK248901.1	PF07970
AK374778	IPR005062
AK374778	PF03399
AK374778	PTHR12436:SF13
AK374778	PTHR12436
AK368718	IPR000490
AK368718	PF00332
AK358357	IPR006873
AK358357	PF04788
AK365753	IPR015414
AK365753	PF09335
AK364737	IPR002213
AK364737	PTHR11926
AK364737	PF00201
AK364737	PTHR11926:SF15
MLOC_67833.1	IPR000477
MLOC_67833.1	PF00078
MLOC_71922.3	IPR002885
MLOC_71922.3	PF01535
MLOC_39202.1	IPR004877
MLOC_39202.1	PF03188
MLOC_61542.1	IPR019557
MLOC_61542.1	PF10536
AK355828	IPR012967
AK355828	PF08100
AK355828	IPR001077
AK355828	PF00891
AK372776	IPR001344
AK372776	PTHR21649
AK372776	IPR022796
AK372776	PF00504
MLOC_73927.1	PTHR10622
MLOC_73927.1	IPR002641
MLOC_73927.1	PF01734
MLOC_73927.1	PTHR10622:SF2
MLOC_66205.1	IPR018957
MLOC_66205.1	PF00097
MLOC_21585.1	IPR001220
MLOC_21585.1	PF00139
MLOC_21585.1	IPR017442
MLOC_21585.1	PF00069
MLOC_56913.1	IPR019781
MLOC_56913.1	PF00400
MLOC_43178.3	IPR018392
MLOC_43178.3	PF01476
MLOC_14982.1	IPR012417
MLOC_14982.1	PF07839
MLOC_5991.1	IPR001245
MLOC_5991.1	PF07714
MLOC_19058.1	IPR018957
MLOC_19058.1	PF00097
MLOC_53082.2	IPR006968
MLOC_53082.2	PF04884
MLOC_10743.1	IPR005299
MLOC_10743.1	PF03492
MLOC_62865.1	IPR009288
MLOC_62865.1	PF06094
MLOC_3611.1	IPR000477
MLOC_3611.1	PF00078
MLOC_63441.1	IPR002885
MLOC_63441.1	PF01535
MLOC_60158.1	IPR003774
MLOC_60158.1	PF02622
MLOC_37021.2	IPR001611
MLOC_37021.2	PF00560
AK375086	IPR003406
AK375086	PF02485
MLOC_57782.1	IPR003958
MLOC_57782.1	PF00808
MLOC_56099.3	IPR010720
MLOC_56099.3	SM00813
MLOC_56099.3	PF06964
MLOC_11341.2	IPR014778
MLOC_11341.2	PF00249
MLOC_11341.2	IPR001789
MLOC_11341.2	PF00072
MLOC_65827.2	IPR005654
MLOC_65827.2	PF03969
MLOC_25774.1	IPR010820
MLOC_25774.1	PF07223
MLOC_44891.1	IPR003140
MLOC_44891.1	PF02230
MLOC_5607.1	IPR000757
MLOC_5607.1	PF00722
MLOC_5607.1	IPR010713
MLOC_5607.1	PF06955
MLOC_57916.1	IPR019589
MLOC_57916.1	PF10607
MLOC_60842.2	IPR002587
MLOC_60842.2	PF07994
MLOC_60842.2	IPR013021
MLOC_60842.2	PF01658
MLOC_43948.2	IPR007474
MLOC_43948.2	PF04379
MLOC_5358.1	IPR009846
MLOC_5358.1	PF07189
MLOC_5358.1	PTHR20978
AK354441|MLOC_68780.1	IPR001906
AK354441|MLOC_68780.1	PF01397
AK354441|MLOC_68780.1	IPR005630
AK354441|MLOC_68780.1	PF03936
MLOC_57106.1	IPR010291
MLOC_57106.1	PF05978
MLOC_57106.1	PTHR23294
AK354664	PTHR10231:SF21
AK354664	IPR007271
AK354664	PTHR10231
MLOC_53998.2	IPR001494
MLOC_53998.2	PF03810
MLOC_34445.2	IPR014020
MLOC_34445.2	PF10409
MLOC_34445.2	IPR015425
MLOC_34445.2	PF02181
MLOC_58506.12	IPR003676
MLOC_58506.12	PF02519
MLOC_63760.1	IPR011531
MLOC_63760.1	PF00955
AK372622	IPR000873
AK372622	PF00501
MLOC_60699.1	IPR001220
MLOC_60699.1	PF00139
MLOC_60699.1	IPR017442
MLOC_60699.1	PF00069
MLOC_50439.1	IPR003406
MLOC_50439.1	PF02485
MLOC_71008.2	IPR002885
MLOC_71008.2	PF01535
MLOC_3042.2	IPR007321
MLOC_3042.2	PF04195
MLOC_72300.1	IPR001810
MLOC_72300.1	SM00256
MLOC_5193.1	IPR002885
MLOC_5193.1	PF01535
AK253012.1	IPR024084
AK253012.1	PF00180
AK374882	IPR002885
AK374882	PF01535
MLOC_27537.7	IPR005120
MLOC_27537.7	PF03467
AK360133	PS51257
MLOC_53800.1	IPR002088
MLOC_53800.1	PF01239
MLOC_51848.1	IPR018499
MLOC_51848.1	PF00335
AK374560	IPR010409
AK374560	PF06217
MLOC_65169.1	IPR013194
MLOC_65169.1	PF08295
MLOC_65169.1	IPR003822
MLOC_65169.1	PF02671
AK366262	PTHR12510:SF2
AK366262	PTHR12510
AK366262	IPR006124
AK366262	PF01676
AK366262	IPR004456
AK366262	PF10143
MLOC_11338.3	IPR007230
MLOC_11338.3	PF04096
MLOC_72542.1	IPR000490
MLOC_72542.1	PF00332
MLOC_72542.1	IPR012946
MLOC_72542.1	PF07983
MLOC_12535.2	IPR001461
MLOC_12535.2	PF00026
MLOC_56128.1	IPR004911
MLOC_56128.1	PF03227
MLOC_43271.1	IPR010788
MLOC_43271.1	PF07137
MLOC_76431.1	IPR003340
MLOC_76431.1	PF02362
MLOC_46472.1	IPR001010
MLOC_46472.1	PF00321
MLOC_63336.1	IPR001208
MLOC_63336.1	PF00493
MLOC_71450.3	IPR001932
MLOC_71450.3	PF00481
MLOC_56615.1	IPR000439
MLOC_56615.1	PF00827
MLOC_7537.1	IPR004873
MLOC_7537.1	PF03181
MLOC_7537.1	PS51277
MLOC_30710.1	IPR003656
MLOC_30710.1	PF02892
MLOC_34639.2	IPR019378
MLOC_34639.2	PF10250
MLOC_6178.2	IPR007749
MLOC_6178.2	PF05055
MLOC_12715.1	IPR004853
MLOC_12715.1	PF03151
MLOC_66946.1	IPR000623
MLOC_66946.1	PF01202
AK358217	IPR003615
AK358217	SM00507
AK358217	IPR002711
AK358217	PF01844
AK248363.1	IPR009719
AK248363.1	PF06972
AK353905	IPR004841
AK353905	PF00324
MLOC_13474.1	IPR008176
MLOC_13474.1	PF00304
MLOC_70022.3	PF12422
MLOC_16423.3	IPR000008
MLOC_16423.3	PF00168
MLOC_16423.3	IPR004182
MLOC_16423.3	PF02893
MLOC_81640.2	IPR002498
MLOC_81640.2	PF01504
MLOC_75604.1	IPR001938
MLOC_75604.1	PF00314
MLOC_75604.1	PS51367
MLOC_56793.3	IPR002885
MLOC_56793.3	PF01535
MLOC_65123.1	IPR004861
MLOC_65123.1	PF03162
MLOC_16646.2	IPR002016
MLOC_16646.2	PF00141
MLOC_45241.2	IPR002885
MLOC_45241.2	PF01535
MLOC_60676.1	IPR008803
MLOC_60676.1	PF05879
MLOC_13648.1	IPR003323
MLOC_13648.1	PF02338
MLOC_34637.1	IPR008390
MLOC_34637.1	PF05512
MLOC_16115.1	IPR003676
MLOC_16115.1	PF02519
MLOC_76272.1	IPR012871
MLOC_76272.1	PF07893
AK360968	PTHR11206:SF9
AK360968	IPR002528
AK360968	PTHR11206
AK360968	PF01554
AK376953	IPR001356
AK376953	PF00046
AK376953	IPR003106
AK376953	PF02183
MLOC_54267.1	IPR006501
MLOC_54267.1	PF04043
MLOC_54267.1	IPR000070
MLOC_54267.1	PF01095
MLOC_29610.1	IPR001584
MLOC_29610.1	PF00665
MLOC_2368.1	IPR002016
MLOC_2368.1	PF00141
MLOC_9984.5	IPR001245
MLOC_9984.5	PF07714
MLOC_21867.4	IPR023210
MLOC_21867.4	PF00248
MLOC_66864.1	IPR007493
MLOC_66864.1	PF04398
MLOC_38109.1	IPR008250
MLOC_38109.1	PF00122
MLOC_38109.1	IPR005834
MLOC_38109.1	PF00702
MLOC_38109.1	IPR006068
MLOC_38109.1	PF00689
MLOC_9789.6	IPR007685
MLOC_9789.6	PF04607
